x,y,z,parentid,vid,edgetype
0.19,0.176,0.106,0.0,1.0,<
0.187,0.177,0.113,1.0,2.0,<
0.187,0.185,0.126,2.0,3.0,<
0.19,0.187,0.142,2.0,4.0,+
0.193,0.189,0.109,3.0,5.0,<
0.186,0.178,0.162,3.0,6.0,+
0.212,0.188,0.141,3.0,7.0,+
0.192,0.194,0.144,5.0,8.0,<
0.186,0.18,0.179,5.0,9.0,+
0.181,0.168,0.165,6.0,10.0,<
0.229,0.191,0.139,6.0,11.0,+
0.199,0.183,0.147,8.0,12.0,<
0.184,0.177,0.191,10.0,13.0,<
0.245,0.194,0.135,12.0,14.0,<
0.188,0.184,0.212,12.0,15.0,+
0.16,0.156,0.186,12.0,16.0,+
0.181,0.179,0.202,13.0,17.0,<
0.262,0.199,0.132,14.0,18.0,<
0.189,0.176,0.227,14.0,19.0,+
0.187,0.208,0.219,15.0,20.0,<
0.147,0.146,0.186,17.0,21.0,<
0.278,0.201,0.128,17.0,22.0,+
0.266,0.208,0.133,18.0,23.0,<
0.185,0.177,0.245,18.0,24.0,+
0.204,0.155,0.227,19.0,25.0,<
0.188,0.224,0.228,20.0,26.0,<
0.134,0.134,0.184,21.0,27.0,<
0.286,0.206,0.12,21.0,28.0,+
0.286,0.185,0.127,21.0,29.0,+
0.283,0.215,0.128,23.0,30.0,<
0.182,0.176,0.259,24.0,31.0,<
0.214,0.142,0.229,25.0,32.0,<
0.189,0.24,0.234,26.0,33.0,<
0.121,0.123,0.181,30.0,34.0,<
0.186,0.175,0.278,30.0,35.0,+
0.154,0.1755,0.265,31.0,36.0,<
0.225,0.128,0.229,32.0,37.0,<
0.19,0.256,0.234,32.0,38.0,+
0.205,0.239,0.244,32.0,39.0,+
0.17149999999999999,0.238,0.246,33.0,40.0,<
0.11,0.114,0.175,33.0,41.0,+
0.102,0.125,0.183,33.0,42.0,+
0.125,0.106,0.178,34.0,43.0,<
0.186,0.174,0.295,35.0,44.0,<
0.14,0.175,0.272,36.0,45.0,<
0.234,0.117,0.23,37.0,46.0,<
0.191,0.274,0.232,38.0,47.0,<
0.2205,0.237,0.247,39.0,48.0,<
0.156,0.233,0.246,40.0,49.0,<
0.099,0.104,0.166,41.0,50.0,<
0.088,0.132,0.177,43.0,51.0,<
0.186,0.173,0.312,43.0,52.0,+
0.189,0.168,0.288,44.0,53.0,<
0.123,0.175,0.28,45.0,54.0,<
0.246,0.101,0.227,45.0,55.0,+
0.248,0.131,0.246,45.0,56.0,+
0.2145,0.1065,0.247,46.0,57.0,<
0.193,0.288,0.226,46.0,58.0,+
0.212,0.276,0.234,46.0,59.0,+
0.175,0.28,0.241,46.0,60.0,+
0.196,0.279,0.226,47.0,61.0,<
0.233,0.234,0.245,48.0,62.0,<
0.148,0.229,0.244,49.0,63.0,<
0.091,0.097,0.155,50.0,64.0,<
0.08,0.136,0.171,51.0,65.0,<
0.186,0.173,0.328,53.0,66.0,<
0.1125,0.174,0.287,54.0,67.0,<
0.255,0.087,0.226,55.0,68.0,<
0.257,0.144,0.248,56.0,69.0,<
0.2,0.095,0.247,57.0,70.0,<
0.194,0.302,0.217,58.0,71.0,<
0.229,0.277,0.233,59.0,72.0,<
0.161,0.285,0.244,63.0,73.0,<
0.083,0.09,0.143,65.0,74.0,<
0.195,0.182,0.343,65.0,75.0,+
0.185,0.17,0.345,65.0,76.0,+
0.187,0.179,0.337,66.0,77.0,<
0.092,0.174,0.291,66.0,78.0,+
0.122,0.188,0.3035,66.0,79.0,+
0.126,0.1495,0.295,67.0,80.0,<
0.267,0.08,0.224,67.0,81.0,+
0.246,0.074,0.233,70.0,82.0,<
0.195,0.315,0.207,71.0,83.0,<
0.242,0.276,0.225,71.0,84.0,+
0.229,0.287,0.237,72.0,85.0,<
0.145,0.287,0.243,72.0,86.0,+
0.159,0.292,0.249,73.0,87.0,<
0.072,0.082,0.132,74.0,88.0,<
0.2,0.187,0.357,75.0,89.0,<
0.184,0.168,0.361,77.0,90.0,<
0.075,0.174,0.295,78.0,91.0,<
0.133,0.186,0.311,80.0,92.0,+
0.2875,0.094,0.231,80.0,93.0,+
0.274,0.062,0.218,81.0,94.0,<
0.236,0.06,0.236,82.0,95.0,<
0.195,0.328,0.195,82.0,96.0,+
0.18,0.314,0.2175,82.0,97.0,+
0.21,0.315,0.205,83.0,98.0,<
0.25,0.277,0.2175,85.0,99.0,<
0.1295,0.287,0.239,87.0,100.0,<
0.061,0.074,0.123,88.0,101.0,<
0.206,0.193,0.37,89.0,102.0,<
0.183,0.167,0.378,90.0,103.0,<
0.06,0.172,0.294,90.0,104.0,+
0.073,0.189,0.306,90.0,105.0,+
0.072,0.158,0.303,92.0,106.0,<
0.3,0.101,0.224,93.0,107.0,<
0.281,0.054,0.213,94.0,108.0,<
0.2255,0.049,0.234,94.0,109.0,+
0.2295,0.059,0.24,94.0,110.0,+
0.24,0.052,0.238,95.0,111.0,<
0.195,0.339,0.183,101.0,112.0,<
0.212,0.201,0.383,102.0,113.0,<
0.182,0.164,0.394,103.0,114.0,<
0.043,0.171,0.289,104.0,115.0,<
0.071,0.2045,0.308,105.0,116.0,<
0.071,0.142,0.304,106.0,117.0,<
0.308,0.105,0.216,108.0,118.0,<
0.217,0.039,0.229,111.0,119.0,<
0.196,0.349,0.171,112.0,120.0,<
0.22,0.209,0.396,112.0,121.0,+
0.201,0.208,0.377,112.0,122.0,+
0.212,0.187,0.391,113.0,123.0,<
0.182,0.153,0.409,113.0,124.0,+
0.182,0.165,0.403,114.0,125.0,<
0.032,0.169,0.279,114.0,126.0,+
0.04,0.163,0.289,115.0,127.0,<
0.072,0.218,0.306,116.0,128.0,<
0.07,0.131,0.302,119.0,129.0,<
0.194,0.351,0.162,119.0,130.0,+
0.175,0.35,0.166,119.0,131.0,+
0.213,0.348,0.167,120.0,132.0,<
0.23,0.217,0.406,120.0,133.0,+
0.1975,0.213,0.397,123.0,134.0,<
0.181,0.146,0.421,125.0,135.0,<
0.02,0.168,0.266,132.0,136.0,<
0.24,0.228,0.413,134.0,137.0,<
0.181,0.13,0.434,135.0,138.0,<
0.011,0.167,0.255,136.0,139.0,<
0.254,0.24,0.411,136.0,140.0,+
0.232,0.244,0.416,136.0,141.0,+
0.245,0.213,0.422,137.0,142.0,<
0.182,0.118,0.4365,137.0,143.0,+
0.184,0.1245,0.44,138.0,144.0,+
0.0115,0.1525,0.254,138.0,145.0,+
0.01,0.184,0.2545,138.0,146.0,+
0.005,0.166,0.2445,139.0,147.0,<
0.264,0.249,0.399,140.0,148.0,<
0.226,0.251,0.411,142.0,149.0,<
0.184,0.103,0.423,147.0,150.0,<
0.268,0.257,0.386,149.0,151.0,<
0.186,0.1005,0.412,150.0,152.0,<
0.269,0.259,0.37,150.0,153.0,+
0.2625,0.264,0.383,152.0,154.0,<
0.269,0.258,0.361,,,
