x,y,z,parentid,vid,edgetype
0.172,0.186,0.12,0.0,1.0,<
0.174,0.186,0.131,1.0,2.0,<
0.177,0.187,0.16,2.0,3.0,<
0.172,0.18,0.188,2.0,4.0,+
0.205,0.203,0.155,3.0,5.0,<
0.165,0.181,0.214,4.0,6.0,<
0.23,0.218,0.139,5.0,7.0,<
0.173,0.179,0.245,5.0,8.0,+
0.127,0.182,0.211,6.0,9.0,<
0.236,0.227,0.131,6.0,10.0,+
0.232,0.224,0.125,7.0,11.0,<
0.178,0.174,0.274,8.0,12.0,<
0.101,0.183,0.205,11.0,13.0,<
0.174,0.176,0.302,11.0,14.0,+
0.202,0.152,0.277,11.0,15.0,+
0.189,0.157,0.296,12.0,16.0,<
0.072,0.182,0.192,13.0,17.0,<
0.175,0.177,0.331,14.0,18.0,<
0.227,0.135,0.277,15.0,19.0,<
0.197,0.156,0.308,16.0,20.0,<
0.047,0.183,0.17,16.0,21.0,+
0.06,0.214,0.188,16.0,22.0,+
0.066,0.145,0.187,17.0,23.0,<
0.174,0.179,0.354,18.0,24.0,<
0.249,0.119,0.26,18.0,25.0,+
0.241,0.1595,0.279,18.0,26.0,+
0.207,0.116,0.278,20.0,27.0,<
0.036,0.182,0.152,20.0,28.0,+
0.035,0.191,0.171,21.0,29.0,<
0.061,0.2255,0.1865,21.0,30.0,+
0.055,0.225,0.183,23.0,31.0,<
0.177,0.175,0.388,23.0,32.0,+
0.169,0.227,0.355,24.0,33.0,<
0.256,0.099,0.248,24.0,34.0,+
0.266,0.134,0.253,31.0,35.0,<
0.176,0.173,0.415,32.0,36.0,<
0.167,0.244,0.355,33.0,37.0,<
0.277,0.09,0.23,33.0,38.0,+
0.223,0.08,0.239,34.0,39.0,<
0.273,0.147,0.245,35.0,40.0,<
0.184,0.178,0.444,35.0,41.0,+
0.16,0.14,0.415,36.0,42.0,<
0.165,0.277,0.341,36.0,43.0,+
0.133,0.233,0.361,36.0,44.0,+
0.202,0.232,0.361,37.0,45.0,<
0.288,0.078,0.194,38.0,46.0,<
0.213,0.074,0.227,40.0,47.0,<
0.19,0.184,0.472,41.0,48.0,<
0.144,0.113,0.419,42.0,49.0,<
0.165,0.303,0.323,42.0,50.0,+
0.129,0.276,0.343,42.0,51.0,+
0.199,0.28,0.336,42.0,52.0,+
0.169,0.294,0.335,45.0,53.0,<
0.288,0.067,0.185,45.0,54.0,+
0.295,0.0845,0.189,47.0,55.0,<
0.198,0.191,0.496,48.0,56.0,<
0.134,0.094,0.418,48.0,57.0,+
0.137,0.111,0.435,49.0,58.0,<
0.1655,0.323,0.298,50.0,59.0,<
0.111,0.273,0.331,55.0,60.0,<
0.197,0.193,0.527,55.0,61.0,+
0.233,0.205,0.496,55.0,62.0,+
0.217,0.197,0.519,56.0,63.0,<
0.115,0.066,0.411,56.0,64.0,+
0.174,0.092,0.428,56.0,65.0,+
0.127,0.0795,0.421,57.0,66.0,+
0.145,0.124,0.45,58.0,67.0,<
0.168,0.335,0.281,60.0,68.0,<
0.198,0.197,0.554,61.0,69.0,<
0.258,0.216,0.498,62.0,70.0,<
0.233,0.20350000000000001,0.546,63.0,71.0,<
0.1,0.042,0.401,63.0,72.0,+
0.138,0.05,0.406,63.0,73.0,+
0.091,0.075,0.421,67.0,74.0,+
0.191,0.337,0.275,67.0,75.0,+
0.167,0.35,0.252,68.0,76.0,<
0.199,0.203,0.583,69.0,77.0,<
0.285,0.226,0.496,69.0,78.0,+
0.26,0.237,0.509,70.0,79.0,<
0.247,0.194,0.551,70.0,80.0,+
0.235,0.219,0.555,71.0,81.0,<
0.085,0.041,0.401,71.0,82.0,+
0.091,0.026,0.39,71.0,83.0,+
0.105,0.03,0.4,71.0,84.0,+
0.09,0.042,0.396,72.0,85.0,<
0.148,0.046,0.401,72.0,86.0,+
0.147,0.0415,0.404,73.0,87.0,<
0.08,0.09,0.418,76.0,88.0,<
0.183,0.222,0.604,76.0,89.0,+
0.205,0.204,0.609,77.0,90.0,<
0.31,0.24,0.49,77.0,91.0,+
0.293,0.194,0.504,78.0,92.0,<
0.247,0.248,0.511,88.0,93.0,<
0.17,0.24,0.623,89.0,94.0,<
0.211,0.209,0.637,90.0,95.0,<
0.331,0.252,0.483,91.0,96.0,<
0.295,0.18,0.497,93.0,97.0,<
0.159,0.254,0.638,94.0,98.0,<
0.221,0.21,0.662,94.0,99.0,+
0.212,0.2345,0.65,95.0,100.0,+
0.348,0.232,0.475,95.0,101.0,+
0.313,0.2775,0.488,95.0,102.0,+
0.355,0.261,0.466,97.0,103.0,<
0.142,0.273,0.656,98.0,104.0,<
0.243,0.204,0.683,98.0,105.0,+
0.226,0.216,0.687,99.0,106.0,+
0.21,0.254,0.634,100.0,107.0,<
0.346,0.223,0.466,103.0,108.0,<
0.129,0.288,0.673,103.0,109.0,+
0.137,0.278,0.667,104.0,110.0,<
0.249,0.2,0.697,106.0,111.0,<
0.218,0.255,0.621,108.0,112.0,<
0.109,0.309,0.675,108.0,113.0,+
0.11,0.263,0.674,108.0,114.0,+
0.155,0.304,0.673,112.0,115.0,<
0.096,0.322,0.671,,,
